    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
251460 | 78656            78657 1.407e-03 |
251480 | 78660            78661 1.453e-03 |
251500 | 78670            78671 1.406e-03 |
251520 | 78675            78676 1.408e-03 |
251540 | 78679            78680 1.443e-03 |
251560 | 78688            78689 1.404e-03 |
251580 | 78693            78694 1.407e-03 |
251600 | 78699            78700 1.436e-03 |
251620 | 78706            78707 1.407e-03 |
251640 | 78711            78712 1.408e-03 |
251660 | 78718            78719 1.418e-03 |
251680 | 78724            78725 1.410e-03 |
251700 | 78728            78729 1.448e-03 |
251720 | 78735            78736 1.409e-03 |
251740 | 78742            78743 1.409e-03 |
251760 | 78747            78748 1.448e-03 |
251780 | 78754            78755 1.408e-03 |
251800 | 78761            78762 1.410e-03 |
251820 | 78765            78766 1.447e-03 |
251840 | 78775            78776 1.410e-03 |
251860 | 78780            78781 1.410e-03 |
251880 | 78785            78786 1.448e-03 |
251900 | 78794            78795 1.409e-03 |
251920 | 78799            78800 1.407e-03 |
251940 | 78804            78805 1.409e-03 |
251960 | 78813            78814 1.412e-03 |
251980 | 78818            78819 1.412e-03 |
252000 | 78824            78825 1.405e-03 |
252020 | 78833            78834 1.409e-03 |
252040 | 78838            78839 1.448e-03 |
252060 | 78845            78846 1.408e-03 |
252080 | 78851            78852 1.410e-03 |
252100 | 78855            78856 1.412e-03 |
252120 | 78861            78862 1.408e-03 |
252140 | 78869            78870 1.411e-03 |
252160 | 78873            78874 1.410e-03 |
252180 | 78882            78883 1.407e-03 |
252200 | 78888            78889 1.409e-03 |
252220 | 78892            78893 1.399e-03 |
252240 | 78899            78900 1.409e-03 |
252260 | 78905            78906 1.413e-03 |
252280 | 78910            78911 1.453e-03 |
252300 | 78918            78919 1.410e-03 |
252320 | 78923            78924 1.412e-03 |
252340 | 78928            78929 1.407e-03 |
252360 | 78938            78939 1.550e-03 |
252380 | 78942            78943 1.640e-03 |
252400 | 78947            78948 1.413e-03 |
252420 | 78955            78956 1.413e-03 |
252440 | 78960            78961 1.411e-03 |
252460 | 78968            78969 1.414e-03 |
252480 | 78975            78976 1.595e-03 |
252500 | 78979            78980 1.416e-03 |
252520 | 78985            78986 1.411e-03 |
252540 | 78991            78992 1.454e-03 |
252560 | 78995            78996 1.416e-03 |
252580 | 79003            79004 1.453e-03 |
252600 | 79009            79010 1.417e-03 |
252620 | 79014            79015 1.411e-03 |
252640 | 79021            79022 1.417e-03 |
252660 | 79029            79030 1.458e-03 |
252680 | 79035            79036 1.418e-03 |
252700 | 79043            79044 1.417e-03 |
252720 | 79048            79049 1.422e-03 |
252740 | 79053            79054 1.419e-03 |
252760 | 79062            79063 1.417e-03 |
252780 | 79066            79067 1.413e-03 |
252800 | 79071            79072 1.415e-03 |
252820 | 79079            79080 1.414e-03 |
252840 | 79083            79084 1.419e-03 |
252860 | 79089            79090 1.416e-03 |
252880 | 79097            79098 1.411e-03 |
252900 | 79101            79102 1.417e-03 |
252920 | 79110            79111 1.418e-03 |
252940 | 79115            79116 1.415e-03 |
252960 | 79120            79121 1.418e-03 |
252980 | 79128            79129 1.419e-03 |
253000 | 79134            79135 1.420e-03 |
253020 | 79139            79140 1.416e-03 |
253040 | 79146            79147 1.422e-03 |
253060 | 79153            79154 1.414e-03 |
253080 | 79158            79159 1.406e-03 |
253100 | 79167            79168 1.421e-03 |
253120 | 79172            79173 1.415e-03 |
253140 | 79177            79178 1.422e-03 |
253160 | 79185            79186 1.423e-03 |
253180 | 79189            79190 1.423e-03 |
253200 | 79195            79196 1.420e-03 |
253220 | 79203            79204 1.420e-03 |
253240 | 79207            79208 1.416e-03 |
253260 | 79212            79213 1.416e-03 |
253280 | 79221            79222 1.423e-03 |
253300 | 79225            79226 1.422e-03 |
253320 | 79234            79235 1.423e-03 |
253340 | 79239            79240 1.418e-03 |
253360 | 79243            79244 1.421e-03 |
253380 | 79251            79252 1.421e-03 |
253400 | 79256            79257 1.422e-03 |
253420 | 79260            79261 1.422e-03 |
253440 | 79269            79270 1.423e-03 |
253460 | 79275            79276 1.420e-03 |
253480 | 79280            79281 1.420e-03 |
253500 | 79288            79289 1.421e-03 |
253520 | 79294            79295 1.422e-03 |
253540 | 79300            79301 1.419e-03 |
253560 | 79307            79308 1.425e-03 |
253580 | 79312            79313 1.425e-03 |
253600 | 79317            79318 1.423e-03 |
253620 | 79326            79327 1.426e-03 |
253640 | 79330            79331 1.422e-03 |
253660 | 79336            79337 1.426e-03 |
253680 | 79345            79346 1.427e-03 |
253700 | 79349            79350 1.428e-03 |
253720 | 79358            79359 1.429e-03 |
253740 | 79364            79365 1.425e-03 |
253760 | 79368            79369 1.422e-03 |
253780 | 79376            79377 1.424e-03 |
253800 | 79381            79382 1.420e-03 |
253820 | 79385            79386 1.421e-03 |
253840 | 79395            79396 1.425e-03 |
253860 | 79400            79401 1.425e-03 |
253880 | 79406            79407 1.422e-03 |
253900 | 79413            79414 1.425e-03 |
253920 | 79419            79420 1.421e-03 |
253940 | 79426            79427 1.421e-03 |
253960 | 79433            79434 1.423e-03 |
253980 | 79437            79438 1.422e-03 |
254000 | 79444            79445 1.426e-03 |
254020 | 79452            79453 1.423e-03 |
254040 | 79456            79457 1.428e-03 |
254060 | 79463            79464 1.429e-03 |
254080 | 79470            79471 1.439e-03 |
254100 | 79474            79475 1.424e-03 |
254120 | 79482            79483 1.477e-03 |
254140 | 79490            79491 1.422e-03 |
254160 | 79495            79496 1.449e-03 |
254180 | 79505            79506 1.442e-03 |
254200 | 79509            79510 1.426e-03 |
254220 | 79514            79515 1.461e-03 |
254240 | 79522            79523 1.419e-03 |
254260 | 79528            79529 1.425e-03 |
254280 | 79533            79534 1.479e-03 |
254300 | 79541            79542 1.423e-03 |
254320 | 79546            79547 1.423e-03 |
254340 | 79552            79553 1.429e-03 |
254360 | 79560            79561 1.425e-03 |
254380 | 79564            79565 1.422e-03 |
254400 | 79571            79572 1.465e-03 |
254420 | 79578            79579 1.429e-03 |
254440 | 79582            79583 1.466e-03 |
254460 | 79589            79590 1.426e-03 |
254480 | 79597            79598 1.422e-03 |
254500 | 79601            79602 1.464e-03 |
254520 | 79608            79609 1.427e-03 |
254540 | 79616            79617 1.424e-03 |
254560 | 79620            79621 1.425e-03 |
254580 | 79630            79631 1.424e-03 |
254600 | 79635            79636 1.428e-03 |
254620 | 79639            79640 1.427e-03 |
254640 | 79648            79649 1.424e-03 |
254660 | 79653            79654 1.425e-03 |
254680 | 79657            79658 1.467e-03 |
254700 | 79666            79667 1.424e-03 |
254720 | 79670            79671 1.468e-03 |
254740 | 79675            79676 1.424e-03 |
254760 | 79684            79685 1.429e-03 |
254780 | 79690            79691 1.465e-03 |
254800 | 79697            79698 1.422e-03 |
254820 | 79703            79704 1.427e-03 |
254840 | 79708            79709 1.431e-03 |
254860 | 79714            79715 1.424e-03 |
254880 | 79722            79723 1.422e-03 |
254900 | 79726            79727 1.425e-03 |
254920 | 79733            79734 1.426e-03 |
254940 | 79740            79741 1.463e-03 |
254960 | 79744            79745 1.423e-03 |
254980 | 79754            79755 1.422e-03 |
255000 | 79759            79760 1.430e-03 |
255020 | 79763            79764 1.427e-03 |
255040 | 79773            79774 1.425e-03 |
255060 | 79777            79778 1.427e-03 |
255080 | 79781            79782 1.430e-03 |
255100 | 79791            79792 1.620e-03 |
255120 | 79796            79797 1.756e-03 |
255140 | 79801            79802 1.745e-03 |
255160 | 79809            79810 1.466e-03 |
255180 | 79814            79815 1.526e-03 |
255200 | 79821            79822 1.436e-03 |
255220 | 79828            79829 1.449e-03 |
255240 | 79832            79833 1.734e-03 |
255260 | 79839            79840 1.662e-03 |
255280 | 79846            79847 1.464e-03 |
255300 | 79850            79851 1.475e-03 |
255320 | 79858            79859 1.512e-03 |
255340 | 79865            79866 1.507e-03 |
255360 | 79869            79870 1.500e-03 |
255380 | 79877            79878 1.432e-03 |
255400 | 79885            79886 1.429e-03 |
255420 | 79890            79891 1.472e-03 |
255440 | 79899            79900 1.475e-03 |
255460 | 79903            79904 1.431e-03 |
255480 | 79907            79908 1.436e-03 |
255500 | 79916            79917 1.432e-03 |
255520 | 79921            79922 1.430e-03 |
255540 | 79927            79928 1.436e-03 |
255560 | 79935            79936 1.429e-03 |
255580 | 79940            79941 1.437e-03 |
255600 | 79948            79949 1.434e-03 |
255620 | 79955            79956 1.428e-03 |
255640 | 79959            79960 1.430e-03 |
255660 | 79967            79968 1.433e-03 |
255680 | 79973            79974 1.431e-03 |
255700 | 79977            79978 1.435e-03 |
255720 | 79984            79985 1.441e-03 |
255740 | 79991            79992 1.433e-03 |
255760 | 79996            79997 1.434e-03 |
255780 | 80004            80005 1.435e-03 |
255800 | 80012            80013 1.433e-03 |
255820 | 80016            80017 1.440e-03 |
255840 | 80025            80026 1.432e-03 |
255860 | 80030            80031 1.438e-03 |
255880 | 80034            80035 1.433e-03 |
255900 | 80043            80044 1.432e-03 |
255920 | 80048            80049 1.436e-03 |
255940 | 80053            80054 1.430e-03 |
255960 | 80062            80063 1.431e-03 |
255980 | 80067            80068 1.438e-03 |
256000 | 80072            80073 1.435e-03 |
256020 | 80082            80083 1.434e-03 |
256040 | 80086            80087 1.442e-03 |
256060 | 80094            80095 1.434e-03 |
256080 | 80100            80101 1.437e-03 |
256100 | 80104            80105 1.438e-03 |
256120 | 80111            80112 1.437e-03 |
256140 | 80118            80119 1.434e-03 |
256160 | 80122            80123 1.434e-03 |
256180 | 80130            80131 1.435e-03 |
256200 | 80136            80137 1.436e-03 |
256220 | 80141            80142 1.436e-03 |
256240 | 80149            80150 1.437e-03 |
256260 | 80154            80155 1.436e-03 |
256280 | 80159            80160 1.432e-03 |
256300 | 80167            80168 1.439e-03 |
256320 | 80171            80172 1.439e-03 |
256340 | 80176            80177 1.436e-03 |
256360 | 80185            80186 1.438e-03 |
256380 | 80189            80190 1.422e-03 |
256400 | 80195            80196 1.438e-03 |
256420 | 80203            80204 1.439e-03 |
256440 | 80208            80209 1.438e-03 |
256460 | 80216            80217 1.439e-03 |
256480 | 80222            80223 1.441e-03 |
256500 | 80226            80227 1.437e-03 |
256520 | 80233            80234 1.435e-03 |
256540 | 80240            80241 1.438e-03 |
256560 | 80244            80245 1.433e-03 |
256580 | 80253            80254 1.430e-03 |
256600 | 80259            80260 1.434e-03 |
256620 | 80264            80265 1.433e-03 |
256640 | 80271            80272 1.434e-03 |
256660 | 80278            80279 1.437e-03 |
256680 | 80284            80285 1.441e-03 |
256700 | 80291            80292 1.437e-03 |
256720 | 80296            80297 1.437e-03 |
256740 | 80301            80302 1.439e-03 |
256760 | 80310            80311 1.442e-03 |
256780 | 80315            80316 1.439e-03 |
256800 | 80321            80322 1.437e-03 |
256820 | 80328            80329 1.438e-03 |
256840 | 80332            80333 1.438e-03 |
256860 | 80340            80341 1.488e-03 |
256880 | 80347            80348 1.438e-03 |
256900 | 80351            80352 1.437e-03 |
256920 | 80360            80361 1.476e-03 |
256940 | 80365            80366 1.439e-03 |
256960 | 80369            80370 1.450e-03 |
256980 | 80378            80379 1.486e-03 |
257000 | 80384            80385 1.434e-03 |
257020 | 80389            80390 1.439e-03 |
257040 | 80396            80397 1.452e-03 |
257060 | 80402            80403 1.439e-03 |
257080 | 80408            80409 1.475e-03 |
257100 | 80416            80417 1.440e-03 |
257120 | 80421            80422 1.437e-03 |
257140 | 80425            80426 1.479e-03 |
257160 | 80434            80435 1.436e-03 |
257180 | 80438            80439 1.440e-03 |
257200 | 80444            80445 1.479e-03 |
257220 | 80452            80453 1.439e-03 |
257240 | 80456            80457 1.440e-03 |
257260 | 80461            80462 1.456e-03 |
257280 | 80469            80470 1.441e-03 |
257300 | 80473            80474 1.475e-03 |
257320 | 80482            80483 1.441e-03 |
257340 | 80487            80488 1.437e-03 |
257360 | 80491            80492 1.482e-03 |
257380 | 80499            80500 1.438e-03 |
257400 | 80505            80506 1.443e-03 |
257420 | 80510            80511 1.444e-03 |
257440 | 80517            80518 1.439e-03 |
257460 | 80523            80524 1.438e-03 |
257480 | 80528            80529 1.451e-03 |
257500 | 80537            80538 1.445e-03 |
257520 | 80541            80542 1.476e-03 |
257540 | 80548            80549 1.439e-03 |
257560 | 80555            80556 1.434e-03 |
257580 | 80559            80560 1.473e-03 |
257600 | 80565            80566 1.441e-03 |
257620 | 80574            80575 1.444e-03 |
257640 | 80579            80580 1.474e-03 |
257660 | 80585            80586 1.441e-03 |
257680 | 80594            80595 1.444e-03 |
257700 | 80598            80599 1.444e-03 |
257720 | 80607            80608 1.462e-03 |
257740 | 80612            80613 1.483e-03 |
257760 | 80616            80617 1.448e-03 |
257780 | 80624            80625 1.440e-03 |
257800 | 80629            80630 1.444e-03 |
257820 | 80633            80634 1.444e-03 |
257840 | 80643            80644 1.439e-03 |
257860 | 80648            80649 1.485e-03 |
257880 | 80653            80654 1.441e-03 |
257900 | 80662            80663 1.445e-03 |
257920 | 80668            80669 1.492e-03 |
257940 | 80674            80675 1.441e-03 |
257960 | 80681            80682 1.446e-03 |
257980 | 80686            80687 1.441e-03 |
258000 | 80691            80692 1.443e-03 |
258020 | 80699            80700 1.497e-03 |
258040 | 80703            80704 1.445e-03 |
258060 | 80710            80711 1.440e-03 |
258080 | 80717            80718 1.481e-03 |
258100 | 80721            80722 1.442e-03 |
258120 | 80730            80731 1.444e-03 |
258140 | 80736            80737 1.485e-03 |
258160 | 80739            80740 1.441e-03 |
258180 | 80749            80750 1.446e-03 |
258200 | 80753            80754 1.478e-03 |
258220 | 80757            80758 1.447e-03 |
258240 | 80767            80768 1.449e-03 |
258260 | 80772            80773 1.449e-03 |
258280 | 80777            80778 1.448e-03 |
258300 | 80784            80785 1.448e-03 |
258320 | 80790            80791 1.448e-03 |
258340 | 80797            80798 1.447e-03 |
258360 | 80804            80805 1.443e-03 |
258380 | 80808            80809 1.445e-03 |
258400 | 80814            80815 1.447e-03 |
258420 | 80822            80823 1.447e-03 |
258440 | 80826            80827 1.447e-03 |
258460 | 80834            80835 1.452e-03 |
258480 | 80841            80842 1.447e-03 |
258500 | 80845            80846 1.448e-03 |
258520 | 80853            80854 1.451e-03 |
258540 | 80860            80861 1.443e-03 |
258560 | 80865            80866 1.450e-03 |
258580 | 80874            80875 1.452e-03 |
258600 | 80879            80880 1.447e-03 |
258620 | 80883            80884 1.451e-03 |
258640 | 80892            80893 1.447e-03 |
258660 | 80897            80898 1.444e-03 |
258680 | 80902            80903 1.450e-03 |
258700 | 80910            80911 1.446e-03 |
258720 | 80915            80916 1.449e-03 |
258740 | 80922            80923 1.450e-03 |
258760 | 80929            80930 1.451e-03 |
258780 | 80933            80934 1.453e-03 |
258800 | 80941            80942 1.453e-03 |
258820 | 80947            80948 1.449e-03 |
258840 | 80951            80952 1.452e-03 |
258860 | 80958            80959 1.445e-03 |
258880 | 80966            80967 1.443e-03 |
258900 | 80970            80971 1.463e-03 |
258920 | 80977            80978 1.450e-03 |
258940 | 80984            80985 1.450e-03 |
258960 | 80990            80991 1.454e-03 |
258980 | 80999            81000 1.450e-03 |
259000 | 81003            81004 1.448e-03 |
259020 | 81007            81008 1.452e-03 |
259040 | 81016            81017 1.447e-03 |
259060 | 81021            81022 1.460e-03 |
259080 | 81026            81027 1.470e-03 |
259100 | 81035            81036 1.447e-03 |
259120 | 81040            81041 1.452e-03 |
259140 | 81046            81047 1.454e-03 |
259160 | 81055            81056 1.452e-03 |
259180 | 81060            81061 1.451e-03 |
259200 | 81068            81069 1.449e-03 |
259220 | 81073            81074 1.451e-03 |
259240 | 81078            81079 1.450e-03 |
259260 | 81085            81086 1.448e-03 |
259280 | 81093            81094 1.450e-03 |
259300 | 81097            81098 1.453e-03 |
259320 | 81104            81105 1.451e-03 |
259340 | 81112            81113 1.452e-03 |
259360 | 81116            81117 1.449e-03 |
259380 | 81126            81127 1.453e-03 |
259400 | 81131            81132 1.458e-03 |
259420 | 81136            81137 1.453e-03 |
259440 | 81145            81146 1.450e-03 |
259460 | 81149            81150 1.452e-03 |
259480 | 81153            81154 1.449e-03 |
259500 | 81162            81163 1.457e-03 |
259520 | 81167            81168 1.453e-03 |
259540 | 81173            81174 1.453e-03 |
259560 | 81180            81181 1.456e-03 |
259580 | 81185            81186 1.444e-03 |
259600 | 81193            81194 1.454e-03 |
259620 | 81199            81200 1.454e-03 |
259640 | 81203            81204 1.473e-03 |
259660 | 81211            81212 1.486e-03 |
259680 | 81218            81219 1.450e-03 |
259700 | 81221            81222 1.456e-03 |
259720 | 81230            81231 1.490e-03 |
259740 | 81237            81238 1.451e-03 |
259760 | 81241            81242 1.455e-03 |
259780 | 81247            81248 1.496e-03 |
259800 | 81254            81255 1.452e-03 |
259820 | 81261            81262 1.452e-03 |
259840 | 81269            81270 1.463e-03 |
259860 | 81274            81275 1.453e-03 |
259880 | 81278            81279 1.492e-03 |
259900 | 81287            81288 1.453e-03 |
259920 | 81292            81293 1.454e-03 |
259940 | 81298            81299 1.498e-03 |
259960 | 81307            81308 1.455e-03 |
259980 | 81311            81312 1.457e-03 |
260000 | 81319            81320 1.493e-03 |
260020 | 81326            81327 1.453e-03 |
260040 | 81330            81331 1.456e-03 |
260060 | 81338            81339 1.455e-03 |
260080 | 81344            81345 1.456e-03 |
260100 | 81348            81349 1.458e-03 |
260120 | 81356            81357 1.454e-03 |
260140 | 81362            81363 1.451e-03 |
260160 | 81367            81368 1.457e-03 |
260180 | 81373            81374 1.454e-03 |
260200 | 81380            81381 1.453e-03 |
260220 | 81385            81386 1.449e-03 |
260240 | 81394            81395 1.454e-03 |
260260 | 81398            81399 1.495e-03 |
260280 | 81402            81403 1.453e-03 |
260300 | 81411            81412 1.455e-03 |
260320 | 81416            81417 1.453e-03 |
260340 | 81421            81422 1.458e-03 |
260360 | 81429            81430 1.456e-03 |
260380 | 81433            81434 1.493e-03 |
260400 | 81440            81441 1.457e-03 |
260420 | 81449            81450 1.455e-03 |
260440 | 81453            81454 1.459e-03 |
260460 | 81462            81463 1.461e-03 |
260480 | 81467            81468 1.456e-03 |
260500 | 81471            81472 1.456e-03 |
260520 | 81479            81480 1.454e-03 |
260540 | 81486            81487 1.454e-03 |
260560 | 81491            81492 1.452e-03 |
260580 | 81498            81499 1.458e-03 |
260600 | 81503            81504 1.458e-03 |
260620 | 81509            81510 1.458e-03 |
260640 | 81517            81518 1.777e-03 |
260660 | 81522            81523 1.458e-03 |
260680 | 81528            81529 1.456e-03 |
260700 | 81536            81537 1.500e-03 |
260720 | 81540            81541 1.455e-03 |
260740 | 81546            81547 1.596e-03 |
260760 | 81555            81556 1.457e-03 |
260780 | 81559            81560 1.461e-03 |
260800 | 81566            81567 1.464e-03 |
260820 | 81575            81576 1.460e-03 |
260840 | 81580            81581 1.502e-03 |
260860 | 81589            81590 1.458e-03 |
260880 | 81594            81595 1.455e-03 |
260900 | 81598            81599 1.454e-03 |
260920 | 81606            81607 1.459e-03 |
260940 | 81611            81612 1.457e-03 |
260960 | 81615            81616 1.457e-03 |
260980 | 81625            81626 1.460e-03 |
261000 | 81630            81631 1.455e-03 |
261020 | 81635            81636 1.497e-03 |
261040 | 81643            81644 1.457e-03 |
261060 | 81649            81650 1.463e-03 |
261080 | 81656            81657 1.461e-03 |
261100 | 81663            81664 1.460e-03 |
261120 | 81668            81669 1.459e-03 |
261140 | 81673            81674 1.501e-03 |
261160 | 81681            81682 1.477e-03 |
261180 | 81685            81686 1.461e-03 |
261200 | 81692            81693 1.460e-03 |
261220 | 81699            81700 1.462e-03 |
261240 | 81704            81705 1.464e-03 |
261260 | 81712            81713 1.460e-03 |
261280 | 81719            81720 1.463e-03 |
261300 | 81723            81724 1.504e-03 |
261320 | 81731            81732 1.460e-03 |
261340 | 81736            81737 1.465e-03 |
261360 | 81740            81741 1.460e-03 |
261380 | 81749            81750 1.466e-03 |
261400 | 81755            81756 1.503e-03 |
261420 | 81760            81761 1.461e-03 |
261440 | 81768            81769 1.465e-03 |
261460 | 81774            81775 1.463e-03 |
261480 | 81781            81782 1.567e-03 |
261500 | 81789            81790 1.467e-03 |
261520 | 81793            81794 1.509e-03 |
261540 | 81799            81800 1.462e-03 |
261560 | 81808            81809 1.502e-03 |
261580 | 81812            81813 1.465e-03 |
261600 | 81819            81820 1.461e-03 |
261620 | 81826            81827 1.499e-03 |
261640 | 81830            81831 1.481e-03 |
261660 | 81837            81838 1.466e-03 |
261680 | 81845            81846 1.497e-03 |
261700 | 81849            81850 1.461e-03 |
261720 | 81858            81859 1.465e-03 |
261740 | 81862            81863 1.451e-03 |
261760 | 81866            81867 1.461e-03 |
261780 | 81876            81877 1.509e-03 |
261800 | 81881            81882 1.465e-03 |
261820 | 81887            81888 1.466e-03 |
261840 | 81895            81896 1.506e-03 |
261860 | 81900            81901 1.464e-03 |
261880 | 81907            81908 1.465e-03 |
261900 | 81915            81916 1.512e-03 |
261920 | 81919            81920 1.463e-03 |
261940 | 81927            81928 1.860e-03 |
261960 | 81934            81935 1.704e-03 |
261980 | 81938            81939 1.610e-03 |
262000 | 81945            81946 1.528e-03 |
262020 | 81952            81953 1.481e-03 |
262040 | 81956            81957 1.513e-03 |
262060 | 81963            81964 1.654e-03 |
262080 | 81971            81972 1.646e-03 |
262100 | 81976            81977 1.540e-03 |
262120 | 81985            81986 1.518e-03 |
262140 | 81989            81990 1.542e-03 |
262160 | 81993            81994 1.586e-03 |
262180 | 82001            82002 1.481e-03 |
262200 | 82007            82008 1.518e-03 |
262220 | 82011            82012 1.472e-03 |
262240 | 82020            82021 1.507e-03 |
262260 | 82024            82025 1.499e-03 |
262280 | 82029            82030 1.474e-03 |
262300 | 82038            82039 1.472e-03 |
262320 | 82043            82044 1.473e-03 |
262340 | 82051            82052 1.468e-03 |
262360 | 82057            82058 1.474e-03 |
262380 | 82062            82063 1.471e-03 |
262400 | 82068            82069 1.479e-03 |
262420 | 82076            82077 1.472e-03 |
262440 | 82081            82082 1.472e-03 |
262460 | 82087            82088 1.467e-03 |
262480 | 82095            82096 1.466e-03 |
262500 | 82099            82100 1.472e-03 |
262520 | 82108            82109 1.475e-03 |
262540 | 82113            82114 1.472e-03 |
262560 | 82117            82118 1.473e-03 |
262580 | 82126            82127 1.470e-03 |
262600 | 82130            82131 1.467e-03 |
262620 | 82135            82136 1.476e-03 |
262640 | 82144            82145 1.473e-03 |
262660 | 82148            82149 1.470e-03 |
262680 | 82153            82154 1.474e-03 |
262700 | 82162            82163 1.472e-03 |
262720 | 82167            82168 1.470e-03 |
262740 | 82175            82176 1.478e-03 |
262760 | 82182            82183 1.472e-03 |
262780 | 82185            82186 1.473e-03 |
262800 | 82192            82193 1.474e-03 |
262820 | 82199            82200 1.477e-03 |
262840 | 82203            82204 1.473e-03 |
262860 | 82211            82212 1.471e-03 |
262880 | 82218            82219 1.470e-03 |
262900 | 82222            82223 1.476e-03 |
262920 | 82230            82231 1.471e-03 |
262940 | 82238            82239 1.476e-03 |
262960 | 82243            82244 1.473e-03 |
262980 | 82252            82253 1.471e-03 |
263000 | 82256            82257 1.476e-03 |
263020 | 82261            82262 1.472e-03 |
263040 | 82270            82271 1.473e-03 |
263060 | 82275            82276 1.478e-03 |
263080 | 82281            82282 1.473e-03 |
263100 | 82289            82290 1.473e-03 |
263120 | 82294            82295 1.475e-03 |
263140 | 82301            82302 1.473e-03 |
263160 | 82308            82309 1.479e-03 |
263180 | 82312            82313 1.469e-03 |
263200 | 82320            82321 1.479e-03 |
263220 | 82326            82327 1.475e-03 |
263240 | 82330            82331 1.469e-03 |
263260 | 82338            82339 1.472e-03 |
263280 | 82345            82346 1.476e-03 |
263300 | 82350            82351 1.475e-03 |
263320 | 82356            82357 1.475e-03 |
263340 | 82364            82365 1.474e-03 |
263360 | 82369            82370 1.476e-03 |
263380 | 82378            82379 1.477e-03 |
263400 | 82382            82383 1.474e-03 |
263420 | 82386            82387 1.473e-03 |
263440 | 82395            82396 1.479e-03 |
263460 | 82400            82401 1.475e-03 |
263480 | 82405            82406 1.474e-03 |
263500 | 82414            82415 1.475e-03 |
263520 | 82418            82419 1.476e-03 |
263540 | 82424            82425 1.474e-03 |
263560 | 82434            82435 1.474e-03 |
263580 | 82438            82439 1.481e-03 |
263600 | 82447            82448 1.488e-03 |
263620 | 82452            82453 1.491e-03 |
263640 | 82457            82458 1.471e-03 |
263660 | 82464            82465 1.474e-03 |
263680 | 82471            82472 1.476e-03 |
263700 | 82476            82477 1.474e-03 |
263720 | 82484            82485 1.473e-03 |
263740 | 82490            82491 1.475e-03 |
263760 | 82495            82496 1.479e-03 |
263780 | 82504            82505 1.476e-03 |
263800 | 82509            82510 1.476e-03 |
263820 | 82514            82515 1.480e-03 |
263840 | 82523            82524 1.476e-03 |
263860 | 82527            82528 1.479e-03 |
263880 | 82532            82533 1.476e-03 |
263900 | 82541            82542 1.478e-03 |
263920 | 82545            82546 1.477e-03 |
263940 | 82551            82552 1.475e-03 |
263960 | 82558            82559 1.477e-03 |
263980 | 82563            82564 1.482e-03 |
264000 | 82572            82573 1.477e-03 |
264020 | 82578            82579 1.475e-03 |
264040 | 82582            82583 1.482e-03 |
264060 | 82589            82590 1.474e-03 |
264080 | 82595            82596 1.483e-03 |
264100 | 82599            82600 1.481e-03 |
264120 | 82608            82609 1.479e-03 |
264140 | 82613            82614 1.486e-03 |
264160 | 82618            82619 1.479e-03 |
264180 | 82625            82626 1.476e-03 |
264200 | 82632            82633 1.482e-03 |
264220 | 82638            82639 1.481e-03 |
264240 | 82646            82647 1.482e-03 |
264260 | 82650            82651 1.481e-03 |
264280 | 82655            82656 1.478e-03 |
264300 | 82664            82665 1.526e-03 |
264320 | 82668            82669 1.481e-03 |
264340 | 82674            82675 1.478e-03 |
264360 | 82682            82683 1.483e-03 |
264380 | 82686            82687 1.479e-03 |
264400 | 82694            82695 1.479e-03 |
264420 | 82700            82701 1.479e-03 |
264440 | 82704            82705 1.479e-03 |
264460 | 82713            82714 1.480e-03 |
264480 | 82718            82719 1.481e-03 |
264500 | 82722            82723 1.477e-03 |
264520 | 82730            82731 1.478e-03 |
264540 | 82736            82737 1.478e-03 |
264560 | 82741            82742 1.477e-03 |
264580 | 82748            82749 1.492e-03 |
264600 | 82755            82756 1.481e-03 |
264620 | 82761            82762 1.481e-03 |
264640 | 82768            82769 1.480e-03 |
264660 | 82773            82774 1.481e-03 |
264680 | 82778            82779 1.519e-03 |
264700 | 82787            82788 1.482e-03 |
264720 | 82791            82792 1.479e-03 |
264740 | 82797            82798 1.520e-03 |
264760 | 82805            82806 1.481e-03 |
264780 | 82809            82810 1.479e-03 |
264800 | 82816            82817 1.485e-03 |
264820 | 82825            82826 1.482e-03 |
264840 | 82829            82830 1.525e-03 |
264860 | 82838            82839 1.482e-03 |
264880 | 82843            82844 1.483e-03 |
264900 | 82847            82848 1.533e-03 |
264920 | 82855            82856 1.488e-03 |
264940 | 82861            82862 1.488e-03 |
264960 | 82866            82867 1.482e-03 |
264980 | 82874            82875 1.486e-03 |
265000 | 82879            82880 1.525e-03 |
265020 | 82884            82885 1.485e-03 |
265040 | 82893            82894 1.484e-03 |
265060 | 82897            82898 1.494e-03 |
265080 | 82904            82905 1.484e-03 |
265100 | 82911            82912 1.525e-03 |
265120 | 82915            82916 1.487e-03 |
265140 | 82921            82922 1.482e-03 |
265160 | 82929            82930 1.526e-03 |
265180 | 82934            82935 1.489e-03 |
265200 | 82940            82941 1.486e-03 |
265220 | 82947            82948 1.491e-03 |
265240 | 82951            82952 1.483e-03 |
265260 | 82961            82962 1.524e-03 |
265280 | 82966            82967 1.485e-03 |
265300 | 82970            82971 1.488e-03 |
265320 | 82978            82979 1.531e-03 |
265340 | 82983            82984 1.486e-03 |
265360 | 82987            82988 1.489e-03 |
