    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
354840 | 110959           110960 2.495e-03 |
354860 | 110963           110964 1.992e-03 |
354880 | 110972           110973 1.992e-03 |
354900 | 110978           110979 2.466e-03 |
354920 | 110981           110982 1.991e-03 |
354940 | 110990           110991 1.992e-03 |
354960 | 110995           110996 2.481e-03 |
354980 | 110999           111000 1.997e-03 |
355000 | 111009           111010 1.994e-03 |
355020 | 111014           111015 2.491e-03 |
355040 | 111020           111021 2.029e-03 |
355060 | 111027           111028 1.994e-03 |
355080 | 111033           111034 1.990e-03 |
355100 | 111040           111041 2.517e-03 |
355120 | 111048           111049 1.988e-03 |
355140 | 111052           111053 1.987e-03 |
355160 | 111058           111059 2.503e-03 |
355180 | 111066           111067 1.990e-03 |
355200 | 111070           111071 1.995e-03 |
355220 | 111077           111078 2.493e-03 |
355240 | 111085           111086 2.068e-03 |
355260 | 111089           111090 1.988e-03 |
355280 | 111096           111097 2.482e-03 |
355300 | 111103           111104 1.992e-03 |
355320 | 111108           111109 1.997e-03 |
355340 | 111118           111119 1.998e-03 |
355360 | 111122           111123 2.507e-03 |
355380 | 111126           111127 1.994e-03 |
355400 | 111135           111136 1.995e-03 |
355420 | 111140           111141 2.503e-03 |
355440 | 111145           111146 2.023e-03 |
355460 | 111153           111154 2.000e-03 |
355480 | 111158           111159 2.503e-03 |
355500 | 111165           111166 1.993e-03 |
355520 | 111173           111174 1.989e-03 |
355540 | 111178           111179 1.990e-03 |
355560 | 111185           111186 2.472e-03 |
355580 | 111191           111192 1.995e-03 |
355600 | 111195           111196 1.985e-03 |
355620 | 111202           111203 2.002e-03 |
355640 | 111209           111210 1.998e-03 |
355660 | 111214           111215 1.995e-03 |
355680 | 111221           111222 1.990e-03 |
355700 | 111229           111230 1.995e-03 |
355720 | 111233           111234 1.997e-03 |
355740 | 111243           111244 1.996e-03 |
355760 | 111247           111248 1.994e-03 |
355780 | 111251           111252 1.995e-03 |
355800 | 111260           111261 1.988e-03 |
355820 | 111265           111266 2.011e-03 |
355840 | 111269           111270 1.991e-03 |
355860 | 111279           111280 1.994e-03 |
355880 | 111284           111285 1.993e-03 |
355900 | 111289           111290 1.997e-03 |
355920 | 111298           111299 1.993e-03 |
355940 | 111304           111305 2.000e-03 |
355960 | 111312           111313 1.993e-03 |
355980 | 111318           111319 1.995e-03 |
356000 | 111323           111324 1.989e-03 |
356020 | 111330           111331 1.994e-03 |
356040 | 111337           111338 1.996e-03 |
356060 | 111341           111342 1.996e-03 |
356080 | 111348           111349 1.996e-03 |
356100 | 111355           111356 1.994e-03 |
356120 | 111359           111360 1.992e-03 |
356140 | 111368           111369 1.997e-03 |
356160 | 111374           111375 1.996e-03 |
356180 | 111378           111379 1.995e-03 |
356200 | 111386           111387 1.991e-03 |
356220 | 111391           111392 1.995e-03 |
356240 | 111395           111396 1.991e-03 |
356260 | 111404           111405 1.996e-03 |
356280 | 111409           111410 1.995e-03 |
356300 | 111414           111415 1.999e-03 |
356320 | 111421           111422 1.995e-03 |
356340 | 111426           111427 1.999e-03 |
356360 | 111434           111435 2.018e-03 |
356380 | 111441           111442 2.001e-03 |
356400 | 111445           111446 1.995e-03 |
356420 | 111452           111453 1.997e-03 |
356440 | 111459           111460 1.995e-03 |
356460 | 111463           111464 2.000e-03 |
356480 | 111470           111471 1.994e-03 |
356500 | 111477           111478 1.996e-03 |
356520 | 111481           111482 1.995e-03 |
356540 | 111489           111490 1.998e-03 |
356560 | 111496           111497 1.992e-03 |
356580 | 111501           111502 2.002e-03 |
356600 | 111509           111510 2.000e-03 |
356620 | 111514           111515 2.000e-03 |
356640 | 111518           111519 2.000e-03 |
356660 | 111527           111528 2.000e-03 |
356680 | 111532           111533 1.997e-03 |
356700 | 111537           111538 2.001e-03 |
356720 | 111546           111547 2.737e-03 |
356740 | 111551           111552 2.165e-03 |
356760 | 111558           111559 2.053e-03 |
356780 | 111566           111567 2.584e-03 |
356800 | 111570           111571 2.048e-03 |
356820 | 111579           111580 2.054e-03 |
356840 | 111585           111586 2.559e-03 |
356860 | 111589           111590 2.016e-03 |
356880 | 111597           111598 2.008e-03 |
356900 | 111603           111604 2.480e-03 |
356920 | 111607           111608 1.999e-03 |
356940 | 111615           111616 1.996e-03 |
356960 | 111623           111624 2.006e-03 |
356980 | 111629           111630 2.493e-03 |
357000 | 111638           111639 2.002e-03 |
357020 | 111642           111643 2.009e-03 |
357040 | 111646           111647 2.502e-03 |
357060 | 111656           111657 2.006e-03 |
357080 | 111660           111661 2.005e-03 |
357100 | 111666           111667 2.512e-03 |
357120 | 111674           111675 2.005e-03 |
357140 | 111678           111679 2.002e-03 |
357160 | 111684           111685 2.499e-03 |
357180 | 111693           111694 1.997e-03 |
357200 | 111698           111699 2.002e-03 |
357220 | 111707           111708 2.000e-03 |
357240 | 111712           111713 2.498e-03 |
357260 | 111716           111717 2.003e-03 |
357280 | 111723           111724 2.005e-03 |
357300 | 111730           111731 2.490e-03 |
357320 | 111734           111735 2.004e-03 |
357340 | 111742           111743 2.002e-03 |
357360 | 111748           111749 2.508e-03 |
357380 | 111753           111754 2.005e-03 |
357400 | 111762           111763 2.000e-03 |
357420 | 111767           111768 2.494e-03 |
357440 | 111772           111773 2.002e-03 |
357460 | 111780           111781 1.983e-03 |
357480 | 111784           111785 2.002e-03 |
357500 | 111790           111791 2.666e-03 |
357520 | 111798           111799 2.605e-03 |
357540 | 111802           111803 2.645e-03 |
357560 | 111808           111809 2.716e-03 |
357580 | 111817           111818 2.770e-03 |
357600 | 111822           111823 2.747e-03 |
357620 | 111830           111831 2.834e-03 |
357640 | 111836           111837 2.765e-03 |
357660 | 111840           111841 2.823e-03 |
357680 | 111848           111849 2.811e-03 |
357700 | 111855           111856 2.754e-03 |
357720 | 111858           111859 2.132e-03 |
357740 | 111867           111868 2.066e-03 |
357760 | 111872           111873 2.008e-03 |
357780 | 111876           111877 2.018e-03 |
357800 | 111885           111886 2.031e-03 |
357820 | 111892           111893 2.081e-03 |
357840 | 111898           111899 2.022e-03 |
357860 | 111906           111907 2.127e-03 |
357880 | 111910           111911 2.143e-03 |
357900 | 111915           111916 2.058e-03 |
357920 | 111924           111925 2.059e-03 |
357940 | 111929           111930 2.047e-03 |
357960 | 111935           111936 2.022e-03 |
357980 | 111943           111944 2.010e-03 |
358000 | 111947           111948 1.983e-03 |
358020 | 111955           111956 2.012e-03 |
358040 | 111961           111962 2.001e-03 |
358060 | 111965           111966 2.009e-03 |
358080 | 111973           111974 2.011e-03 |
358100 | 111979           111980 2.015e-03 |
358120 | 111983           111984 1.985e-03 |
358140 | 111991           111992 2.010e-03 |
358160 | 111996           111997 2.004e-03 |
358180 | 112001           112002 2.010e-03 |
358200 | 112009           112010 2.011e-03 |
358220 | 112015           112016 2.010e-03 |
358240 | 112021           112022 2.008e-03 |
358260 | 112029           112030 2.014e-03 |
358280 | 112034           112035 2.018e-03 |
358300 | 112039           112040 2.022e-03 |
358320 | 112047           112048 2.009e-03 |
358340 | 112051           112052 2.009e-03 |
358360 | 112058           112059 1.994e-03 |
358380 | 112066           112067 2.011e-03 |
358400 | 112070           112071 2.007e-03 |
358420 | 112076           112077 2.010e-03 |
358440 | 112084           112085 2.016e-03 |
358460 | 112088           112089 2.009e-03 |
358480 | 112097           112098 2.012e-03 |
358500 | 112102           112103 2.011e-03 |
358520 | 112106           112107 2.012e-03 |
358540 | 112114           112115 2.013e-03 |
358560 | 112120           112121 2.006e-03 |
358580 | 112126           112127 2.007e-03 |
358600 | 112133           112134 2.008e-03 |
358620 | 112139           112140 2.007e-03 |
358640 | 112145           112146 2.009e-03 |
358660 | 112154           112155 2.008e-03 |
358680 | 112158           112159 2.008e-03 |
358700 | 112165           112166 2.012e-03 |
358720 | 112171           112172 2.010e-03 |
358740 | 112175           112176 2.010e-03 |
358760 | 112181           112182 2.013e-03 |
358780 | 112189           112190 2.018e-03 |
358800 | 112193           112194 2.011e-03 |
358820 | 112199           112200 2.010e-03 |
358840 | 112208           112209 2.005e-03 |
358860 | 112213           112214 2.013e-03 |
358880 | 112223           112224 2.011e-03 |
358900 | 112228           112229 2.010e-03 |
358920 | 112232           112233 2.007e-03 |
358940 | 112240           112241 2.009e-03 |
358960 | 112246           112247 2.015e-03 |
358980 | 112251           112252 2.009e-03 |
359000 | 112260           112261 2.016e-03 |
359020 | 112265           112266 2.004e-03 |
359040 | 112270           112271 2.012e-03 |
359060 | 112277           112278 2.009e-03 |
359080 | 112283           112284 2.015e-03 |
359100 | 112290           112291 2.015e-03 |
359120 | 112297           112298 2.014e-03 |
359140 | 112301           112302 2.012e-03 |
359160 | 112307           112308 2.015e-03 |
359180 | 112315           112316 2.005e-03 |
359200 | 112320           112321 2.041e-03 |
359220 | 112326           112327 2.038e-03 |
359240 | 112334           112335 2.037e-03 |
359260 | 112338           112339 2.043e-03 |
359280 | 112348           112349 2.043e-03 |
359300 | 112354           112355 2.035e-03 |
359320 | 112358           112359 2.458e-03 |
359340 | 112367           112368 2.668e-03 |
359360 | 112372           112373 2.193e-03 |
359380 | 112376           112377 2.100e-03 |
359400 | 112385           112386 2.066e-03 |
359420 | 112390           112391 2.110e-03 |
359440 | 112396           112397 2.085e-03 |
359460 | 112403           112404 2.432e-03 |
359480 | 112408           112409 2.250e-03 |
359500 | 112416           112417 2.738e-03 |
359520 | 112423           112424 2.873e-03 |
359540 | 112427           112428 2.394e-03 |
359560 | 112433           112434 2.372e-03 |
359580 | 112441           112442 2.120e-03 |
359600 | 112445           112446 2.068e-03 |
359620 | 112452           112453 2.281e-03 |
359640 | 112459           112460 2.587e-03 |
359660 | 112464           112465 2.684e-03 |
359680 | 112471           112472 2.592e-03 |
359700 | 112479           112480 2.679e-03 |
359720 | 112484           112485 2.763e-03 |
359740 | 112493           112494 2.761e-03 |
359760 | 112498           112499 2.735e-03 |
359780 | 112502           112503 2.823e-03 |
359800 | 112511           112512 2.849e-03 |
359820 | 112516           112517 2.797e-03 |
359840 | 112522           112523 2.803e-03 |
359860 | 112529           112530 2.408e-03 |
359880 | 112535           112536 2.188e-03 |
359900 | 112541           112542 2.140e-03 |
359920 | 112549           112550 2.110e-03 |
359940 | 112553           112554 2.099e-03 |
359960 | 112561           112562 2.099e-03 |
359980 | 112567           112568 2.101e-03 |
360000 | 112571           112572 2.101e-03 |
360020 | 112579           112580 2.107e-03 |
360040 | 112586           112587 2.107e-03 |
360060 | 112590           112591 2.142e-03 |
360080 | 112597           112598 2.126e-03 |
360100 | 112605           112606 2.305e-03 |
360120 | 112610           112611 3.092e-03 |
360140 | 112619           112620 2.996e-03 |
360160 | 112624           112625 2.941e-03 |
360180 | 112627           112628 2.975e-03 |
360200 | 112637           112638 2.989e-03 |
360220 | 112642           112643 2.693e-03 |
360240 | 112647           112648 2.458e-03 |
360260 | 112655           112656 2.262e-03 |
360280 | 112659           112660 2.300e-03 |
360300 | 112665           112666 2.506e-03 |
360320 | 112673           112674 2.733e-03 |
360340 | 112678           112679 2.641e-03 |
360360 | 112686           112687 2.442e-03 |
360380 | 112692           112693 2.405e-03 |
360400 | 112696           112697 2.163e-03 |
360420 | 112703           112704 2.076e-03 |
360440 | 112710           112711 2.076e-03 |
360460 | 112714           112715 2.077e-03 |
360480 | 112722           112723 2.023e-03 |
360500 | 112728           112729 2.022e-03 |
360520 | 112733           112734 2.020e-03 |
360540 | 112743           112744 2.023e-03 |
360560 | 112748           112749 2.018e-03 |
360580 | 112752           112753 2.039e-03 |
360600 | 112761           112762 2.017e-03 |
360620 | 112766           112767 2.019e-03 |
360640 | 112771           112772 2.024e-03 |
360660 | 112780           112781 2.024e-03 |
360680 | 112785           112786 2.021e-03 |
360700 | 112790           112791 2.023e-03 |
360720 | 112799           112800 2.017e-03 |
360740 | 112803           112804 2.045e-03 |
360760 | 112811           112812 2.023e-03 |
360780 | 112817           112818 2.032e-03 |
360800 | 112821           112822 2.021e-03 |
360820 | 112828           112829 2.024e-03 |
360840 | 112835           112836 2.083e-03 |
360860 | 112838           112839 2.061e-03 |
360880 | 112847           112848 2.028e-03 |
360900 | 112853           112854 2.028e-03 |
