    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
399520 | 124951           124952 2.259e-03 |
399540 | 124957           124958 2.315e-03 |
399560 | 124965           124966 2.283e-03 |
399580 | 124969           124970 2.305e-03 |
399600 | 124975           124976 2.311e-03 |
399620 | 124984           124985 2.304e-03 |
399640 | 124989           124990 2.457e-03 |
399660 | 124995           124996 2.311e-03 |
399680 | 125004           125005 2.307e-03 |
399700 | 125009           125010 2.324e-03 |
399720 | 125017           125018 2.477e-03 |
399740 | 125022           125023 2.329e-03 |
399760 | 125026           125027 2.320e-03 |
399780 | 125035           125036 2.395e-03 |
399800 | 125040           125041 2.366e-03 |
399820 | 125044           125045 2.276e-03 |
399840 | 125054           125055 2.369e-03 |
399860 | 125059           125060 2.313e-03 |
399880 | 125063           125064 2.303e-03 |
399900 | 125072           125073 2.349e-03 |
399920 | 125077           125078 2.409e-03 |
399940 | 125084           125085 2.404e-03 |
399960 | 125091           125092 2.326e-03 |
399980 | 125096           125097 2.312e-03 |
400000 | 125101           125102 2.380e-03 |
400020 | 125109           125110 2.380e-03 |
400040 | 125114           125115 2.367e-03 |
400060 | 125120           125121 2.474e-03 |
400080 | 125127           125128 2.316e-03 |
400100 | 125131           125132 2.317e-03 |
400120 | 125140           125141 2.339e-03 |
400140 | 125145           125146 2.540e-03 |
400160 | 125149           125150 2.311e-03 |
400180 | 125159           125160 2.349e-03 |
400200 | 125164           125165 2.476e-03 |
400220 | 125168           125169 2.338e-03 |
400240 | 125178           125179 2.307e-03 |
400260 | 125183           125184 2.464e-03 |
400280 | 125188           125189 2.359e-03 |
400300 | 125195           125196 2.342e-03 |
400320 | 125200           125201 2.328e-03 |
400340 | 125207           125208 2.539e-03 |
400360 | 125214           125215 2.323e-03 |
400380 | 125218           125219 2.321e-03 |
400400 | 125224           125225 2.330e-03 |
400420 | 125232           125233 2.461e-03 |
400440 | 125236           125237 2.294e-03 |
400460 | 125243           125244 2.486e-03 |
400480 | 125249           125250 2.378e-03 |
400500 | 125253           125254 2.323e-03 |
400520 | 125261           125262 2.320e-03 |
400540 | 125269           125270 2.411e-03 |
400560 | 125274           125275 2.412e-03 |
400580 | 125283           125284 2.323e-03 |
400600 | 125288           125289 2.404e-03 |
400620 | 125292           125293 2.372e-03 |
400640 | 125300           125301 2.323e-03 |
400660 | 125306           125307 2.304e-03 |
400680 | 125310           125311 2.475e-03 |
400700 | 125317           125318 2.316e-03 |
400720 | 125323           125324 2.316e-03 |
400740 | 125329           125330 2.399e-03 |
400760 | 125337           125338 2.338e-03 |
400780 | 125342           125343 2.321e-03 |
400800 | 125350           125351 2.324e-03 |
400820 | 125357           125358 2.353e-03 |
400840 | 125361           125362 2.461e-03 |
400860 | 125368           125369 2.288e-03 |
400880 | 125375           125376 2.589e-03 |
400900 | 125380           125381 2.312e-03 |
400920 | 125386           125387 2.309e-03 |
400940 | 125394           125395 2.315e-03 |
400960 | 125400           125401 2.462e-03 |
400980 | 125409           125410 2.334e-03 |
401000 | 125414           125415 2.340e-03 |
401020 | 125417           125418 2.380e-03 |
401040 | 125427           125428 2.473e-03 |
401060 | 125431           125432 2.276e-03 |
401080 | 125436           125437 2.312e-03 |
401100 | 125446           125447 2.441e-03 |
401120 | 125450           125451 2.295e-03 |
401140 | 125456           125457 2.326e-03 |
401160 | 125465           125466 2.365e-03 |
401180 | 125470           125471 2.339e-03 |
401200 | 125479           125480 2.301e-03 |
401220 | 125485           125486 2.319e-03 |
401240 | 125489           125490 2.371e-03 |
401260 | 125497           125498 2.367e-03 |
401280 | 125505           125506 2.285e-03 |
401300 | 125510           125511 2.581e-03 |
401320 | 125516           125517 2.305e-03 |
401340 | 125523           125524 2.312e-03 |
401360 | 125528           125529 2.305e-03 |
401380 | 125537           125538 2.462e-03 |
401400 | 125543           125544 2.306e-03 |
401420 | 125547           125548 2.331e-03 |
401440 | 125556           125557 2.382e-03 |
401460 | 125560           125561 2.386e-03 |
401480 | 125564           125565 2.287e-03 |
401500 | 125573           125574 2.307e-03 |
401520 | 125578           125579 2.581e-03 |
401540 | 125584           125585 2.315e-03 |
401560 | 125592           125593 2.314e-03 |
401580 | 125598           125599 2.383e-03 |
401600 | 125606           125607 2.332e-03 |
401620 | 125612           125613 2.301e-03 |
401640 | 125616           125617 2.340e-03 |
401660 | 125622           125623 2.338e-03 |
401680 | 125629           125630 2.509e-03 |
401700 | 125632           125633 2.299e-03 |
401720 | 125640           125641 2.635e-03 |
401740 | 125646           125647 2.330e-03 |
401760 | 125651           125652 2.310e-03 |
401780 | 125658           125659 2.313e-03 |
401800 | 125665           125666 2.505e-03 |
401820 | 125670           125671 2.322e-03 |
401840 | 125678           125679 2.344e-03 |
401860 | 125683           125684 2.405e-03 |
401880 | 125688           125689 2.402e-03 |
401900 | 125697           125698 2.276e-03 |
401920 | 125702           125703 2.477e-03 |
401940 | 125707           125708 2.303e-03 |
401960 | 125715           125716 2.313e-03 |
401980 | 125720           125721 2.326e-03 |
402000 | 125727           125728 2.313e-03 |
402020 | 125734           125735 2.360e-03 |
402040 | 125738           125739 2.324e-03 |
402060 | 125746           125747 2.310e-03 |
402080 | 125752           125753 2.342e-03 |
402100 | 125756           125757 2.385e-03 |
402120 | 125764           125765 2.296e-03 |
402140 | 125769           125770 2.378e-03 |
402160 | 125774           125775 2.314e-03 |
402180 | 125781           125782 2.305e-03 |
402200 | 125788           125789 2.360e-03 |
402220 | 125794           125795 2.421e-03 |
402240 | 125803           125804 2.357e-03 |
402260 | 125807           125808 2.321e-03 |
402280 | 125812           125813 2.377e-03 |
402300 | 125821           125822 2.425e-03 |
402320 | 125826           125827 2.337e-03 |
402340 | 125831           125832 2.603e-03 |
402360 | 125840           125841 2.372e-03 |
402380 | 125844           125845 2.311e-03 |
402400 | 125850           125851 2.319e-03 |
402420 | 125859           125860 2.428e-03 |
402440 | 125863           125864 2.363e-03 |
402460 | 125872           125873 2.324e-03 |
402480 | 125876           125877 2.391e-03 |
402500 | 125881           125882 2.360e-03 |
402520 | 125889           125890 2.444e-03 |
402540 | 125895           125896 2.323e-03 |
402560 | 125899           125900 2.596e-03 |
402580 | 125906           125907 2.320e-03 |
402600 | 125912           125913 2.319e-03 |
402620 | 125918           125919 2.355e-03 |
402640 | 125926           125927 2.473e-03 |
402660 | 125931           125932 2.315e-03 |
402680 | 125937           125938 2.337e-03 |
402700 | 125945           125946 2.390e-03 |
402720 | 125949           125950 2.387e-03 |
402740 | 125954           125955 2.317e-03 |
402760 | 125963           125964 2.562e-03 |
402780 | 125967           125968 2.331e-03 |
402800 | 125973           125974 2.312e-03 |
402820 | 125981           125982 2.330e-03 |
402840 | 125986           125987 2.426e-03 |
402860 | 125994           125995 2.337e-03 |
402880 | 125999           126000 2.321e-03 |
402900 | 126003           126004 2.390e-03 |
402920 | 126011           126012 2.367e-03 |
402940 | 126017           126018 2.409e-03 |
402960 | 126021           126022 2.449e-03 |
402980 | 126030           126031 2.377e-03 |
403000 | 126036           126037 2.312e-03 |
403020 | 126040           126041 2.329e-03 |
403040 | 126049           126050 2.356e-03 |
403060 | 126055           126056 2.352e-03 |
403080 | 126061           126062 2.300e-03 |
403100 | 126069           126070 2.329e-03 |
403120 | 126073           126074 2.323e-03 |
403140 | 126079           126080 2.399e-03 |
403160 | 126087           126088 2.308e-03 |
403180 | 126091           126092 2.493e-03 |
403200 | 126098           126099 2.337e-03 |
403220 | 126106           126107 2.316e-03 |
403240 | 126110           126111 2.411e-03 |
403260 | 126119           126120 2.391e-03 |
403280 | 126125           126126 2.326e-03 |
403300 | 126129           126130 2.380e-03 |
403320 | 126138           126139 2.344e-03 |
403340 | 126143           126144 2.502e-03 |
403360 | 126147           126148 2.320e-03 |
403380 | 126156           126157 2.367e-03 |
403400 | 126161           126162 2.396e-03 |
403420 | 126167           126168 2.444e-03 |
403440 | 126175           126176 2.358e-03 |
403460 | 126182           126183 2.560e-03 |
403480 | 126189           126190 2.367e-03 |
403500 | 126196           126197 2.466e-03 |
403520 | 126200           126201 2.481e-03 |
403540 | 126206           126207 2.384e-03 |
403560 | 126214           126215 2.355e-03 |
403580 | 126218           126219 2.730e-03 |
403600 | 126225           126226 2.569e-03 |
403620 | 126233           126234 2.383e-03 |
403640 | 126237           126238 2.457e-03 |
403660 | 126243           126244 2.534e-03 |
403680 | 126251           126252 2.528e-03 |
403700 | 126255           126256 2.735e-03 |
403720 | 126265           126266 2.454e-03 |
403740 | 126269           126270 2.746e-03 |
403760 | 126274           126275 2.400e-03 |
403780 | 126282           126283 2.398e-03 |
403800 | 126288           126289 2.861e-03 |
403820 | 126293           126294 2.417e-03 |
403840 | 126302           126303 2.358e-03 |
403860 | 126307           126308 2.629e-03 |
403880 | 126314           126315 2.686e-03 |
403900 | 126322           126323 2.362e-03 |
403920 | 126326           126327 2.390e-03 |
403940 | 126333           126334 2.482e-03 |
403960 | 126340           126341 2.533e-03 |
403980 | 126344           126345 2.627e-03 |
404000 | 126351           126352 2.566e-03 |
404020 | 126359           126360 2.420e-03 |
404040 | 126363           126364 2.351e-03 |
404060 | 126369           126370 2.295e-03 |
404080 | 126378           126379 2.370e-03 |
404100 | 126382           126383 2.472e-03 |
404120 | 126392           126393 2.530e-03 |
404140 | 126396           126397 2.442e-03 |
404160 | 126400           126401 2.363e-03 |
404180 | 126409           126410 2.494e-03 |
404200 | 126414           126415 2.461e-03 |
404220 | 126419           126420 2.344e-03 |
404240 | 126428           126429 2.417e-03 |
404260 | 126433           126434 2.361e-03 |
404280 | 126438           126439 2.366e-03 |
404300 | 126446           126447 2.625e-03 |
404320 | 126451           126452 2.584e-03 |
404340 | 126459           126460 2.444e-03 |
404360 | 126465           126466 2.387e-03 |
404380 | 126470           126471 2.471e-03 |
404400 | 126477           126478 2.488e-03 |
404420 | 126484           126485 2.331e-03 |
404440 | 126488           126489 2.370e-03 |
404460 | 126494           126495 2.474e-03 |
404480 | 126501           126502 2.311e-03 |
404500 | 126505           126506 2.315e-03 |
404520 | 126515           126516 2.625e-03 |
404540 | 126520           126521 2.341e-03 |
404560 | 126525           126526 2.333e-03 |
404580 | 126534           126535 2.441e-03 |
404600 | 126539           126540 2.390e-03 |
404620 | 126542           126543 2.329e-03 |
404640 | 126552           126553 2.375e-03 |
404660 | 126557           126558 2.365e-03 |
404680 | 126563           126564 2.371e-03 |
404700 | 126571           126572 2.362e-03 |
404720 | 126576           126577 2.567e-03 |
404740 | 126583           126584 2.404e-03 |
404760 | 126590           126591 2.343e-03 |
404780 | 126594           126595 2.361e-03 |
404800 | 126601           126602 2.450e-03 |
404820 | 126608           126609 2.385e-03 |
404840 | 126612           126613 2.356e-03 |
404860 | 126620           126621 2.367e-03 |
404880 | 126627           126628 2.363e-03 |
404900 | 126631           126632 2.457e-03 |
404920 | 126639           126640 2.329e-03 |
404940 | 126647           126648 2.571e-03 |
404960 | 126652           126653 2.338e-03 |
404980 | 126660           126661 2.350e-03 |
405000 | 126665           126666 2.417e-03 |
405020 | 126669           126670 2.372e-03 |
405040 | 126678           126679 2.342e-03 |
405060 | 126683           126684 2.352e-03 |
405080 | 126688           126689 2.337e-03 |
405100 | 126697           126698 2.389e-03 |
405120 | 126702           126703 2.332e-03 |
405140 | 126709           126710 2.535e-03 |
405160 | 126716           126717 2.370e-03 |
405180 | 126720           126721 2.327e-03 |
405200 | 126728           126729 2.358e-03 |
405220 | 126734           126735 2.468e-03 |
405240 | 126738           126739 2.339e-03 |
405260 | 126745           126746 2.337e-03 |
405280 | 126752           126753 2.366e-03 |
405300 | 126757           126758 2.420e-03 |
405320 | 126764           126765 2.408e-03 |
405340 | 126772           126773 2.534e-03 |
405360 | 126777           126778 2.417e-03 |
405380 | 126786           126787 2.328e-03 |
405400 | 126790           126791 2.344e-03 |
405420 | 126794           126795 2.423e-03 |
405440 | 126804           126805 2.417e-03 |
405460 | 126808           126809 2.355e-03 |
405480 | 126814           126815 2.371e-03 |
405500 | 126823           126824 2.510e-03 |
405520 | 126828           126829 2.339e-03 |
405540 | 126833           126834 2.331e-03 |
405560 | 126842           126843 2.461e-03 |
405580 | 126847           126848 2.345e-03 |
