    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
385600 | 120577           120578 2.289e-03 |
385620 | 120586           120587 2.236e-03 |
385640 | 120591           120592 2.332e-03 |
385660 | 120598           120599 2.259e-03 |
385680 | 120605           120606 2.480e-03 |
385700 | 120610           120611 2.642e-03 |
385720 | 120617           120618 2.250e-03 |
385740 | 120624           120625 2.368e-03 |
385760 | 120628           120629 2.460e-03 |
385780 | 120635           120636 2.366e-03 |
385800 | 120642           120643 2.418e-03 |
385820 | 120646           120647 2.449e-03 |
385840 | 120653           120654 2.479e-03 |
385860 | 120661           120662 2.311e-03 |
385880 | 120666           120667 2.690e-03 |
385900 | 120675           120676 2.353e-03 |
385920 | 120679           120680 2.203e-03 |
385940 | 120683           120684 2.470e-03 |
385960 | 120692           120693 2.228e-03 |
385980 | 120697           120698 2.229e-03 |
386000 | 120702           120703 2.217e-03 |
386020 | 120711           120712 2.277e-03 |
386040 | 120716           120717 2.449e-03 |
386060 | 120721           120722 2.244e-03 |
386080 | 120730           120731 2.238e-03 |
386100 | 120734           120735 2.238e-03 |
386120 | 120743           120744 2.215e-03 |
386140 | 120748           120749 2.316e-03 |
386160 | 120753           120754 2.257e-03 |
386180 | 120760           120761 2.213e-03 |
386200 | 120768           120769 2.282e-03 |
386220 | 120772           120773 2.185e-03 |
386240 | 120779           120780 2.216e-03 |
386260 | 120786           120787 2.229e-03 |
386280 | 120790           120791 2.236e-03 |
386300 | 120799           120800 2.235e-03 |
386320 | 120804           120805 2.183e-03 |
386340 | 120809           120810 2.166e-03 |
386360 | 120818           120819 2.167e-03 |
386380 | 120823           120824 2.166e-03 |
386400 | 120827           120828 2.163e-03 |
386420 | 120836           120837 2.169e-03 |
386440 | 120841           120842 2.171e-03 |
386460 | 120847           120848 2.175e-03 |
386480 | 120855           120856 2.196e-03 |
386500 | 120859           120860 2.179e-03 |
386520 | 120868           120869 2.168e-03 |
386540 | 120874           120875 2.196e-03 |
386560 | 120878           120879 2.167e-03 |
386580 | 120885           120886 2.166e-03 |
386600 | 120893           120894 2.176e-03 |
386620 | 120897           120898 2.166e-03 |
386640 | 120905           120906 2.172e-03 |
386660 | 120911           120912 2.163e-03 |
386680 | 120915           120916 2.200e-03 |
386700 | 120923           120924 2.167e-03 |
386720 | 120930           120931 2.172e-03 |
386740 | 120935           120936 2.167e-03 |
386760 | 120944           120945 2.165e-03 |
386780 | 120948           120949 2.165e-03 |
386800 | 120953           120954 2.164e-03 |
386820 | 120963           120964 2.172e-03 |
386840 | 120967           120968 2.167e-03 |
386860 | 120973           120974 2.183e-03 |
386880 | 120982           120983 2.182e-03 |
386900 | 120987           120988 2.173e-03 |
386920 | 120995           120996 2.165e-03 |
386940 | 121002           121003 2.202e-03 |
386960 | 121006           121007 2.175e-03 |
386980 | 121014           121015 2.176e-03 |
387000 | 121020           121021 2.172e-03 |
387020 | 121024           121025 2.175e-03 |
387040 | 121032           121033 2.172e-03 |
387060 | 121039           121040 2.199e-03 |
387080 | 121044           121045 2.179e-03 |
387100 | 121050           121051 2.174e-03 |
387120 | 121057           121058 2.181e-03 |
387140 | 121063           121064 2.212e-03 |
387160 | 121071           121072 2.173e-03 |
387180 | 121075           121076 2.174e-03 |
387200 | 121080           121081 2.191e-03 |
387220 | 121090           121091 2.180e-03 |
387240 | 121094           121095 2.172e-03 |
387260 | 121100           121101 2.206e-03 |
387280 | 121108           121109 2.172e-03 |
387300 | 121113           121114 2.171e-03 |
387320 | 121118           121119 2.205e-03 |
387340 | 121126           121127 2.171e-03 |
387360 | 121131           121132 2.173e-03 |
387380 | 121139           121140 2.185e-03 |
387400 | 121144           121145 2.183e-03 |
387420 | 121148           121149 2.176e-03 |
387440 | 121156           121157 2.193e-03 |
387460 | 121162           121163 2.191e-03 |
387480 | 121167           121168 2.177e-03 |
387500 | 121174           121175 2.174e-03 |
387520 | 121181           121182 2.194e-03 |
387540 | 121186           121187 2.184e-03 |
387560 | 121195           121196 2.177e-03 |
387580 | 121199           121200 2.211e-03 |
387600 | 121206           121207 2.194e-03 |
387620 | 121213           121214 2.179e-03 |
387640 | 121218           121219 2.187e-03 |
387660 | 121223           121224 2.179e-03 |
387680 | 121232           121233 2.187e-03 |
387700 | 121236           121237 2.196e-03 |
387720 | 121242           121243 2.176e-03 |
387740 | 121250           121251 2.171e-03 |
387760 | 121254           121255 2.201e-03 |
387780 | 121264           121265 2.182e-03 |
387800 | 121269           121270 2.173e-03 |
387820 | 121273           121274 2.175e-03 |
387840 | 121282           121283 2.191e-03 |
387860 | 121288           121289 2.171e-03 |
387880 | 121292           121293 2.170e-03 |
387900 | 121301           121302 2.180e-03 |
387920 | 121307           121308 2.181e-03 |
387940 | 121312           121313 2.180e-03 |
387960 | 121321           121322 2.182e-03 |
387980 | 121327           121328 2.184e-03 |
388000 | 121334           121335 2.180e-03 |
388020 | 121341           121342 2.180e-03 |
388040 | 121345           121346 2.177e-03 |
388060 | 121351           121352 2.185e-03 |
388080 | 121359           121360 2.184e-03 |
388100 | 121363           121364 2.178e-03 |
388120 | 121370           121371 2.176e-03 |
388140 | 121379           121380 2.186e-03 |
388160 | 121383           121384 2.179e-03 |
388180 | 121391           121392 2.173e-03 |
388200 | 121397           121398 2.168e-03 |
388220 | 121401           121402 2.176e-03 |
388240 | 121409           121410 2.178e-03 |
388260 | 121415           121416 2.177e-03 |
388280 | 121418           121419 2.171e-03 |
388300 | 121428           121429 2.174e-03 |
388320 | 121433           121434 2.179e-03 |
388340 | 121438           121439 2.182e-03 |
388360 | 121446           121447 2.188e-03 |
388380 | 121453           121454 2.179e-03 |
388400 | 121460           121461 2.176e-03 |
388420 | 121468           121469 2.174e-03 |
388440 | 121472           121473 2.181e-03 |
388460 | 121477           121478 2.177e-03 |
388480 | 121486           121487 2.218e-03 |
388500 | 121490           121491 2.242e-03 |
388520 | 121497           121498 2.225e-03 |
388540 | 121505           121506 2.198e-03 |
388560 | 121509           121510 2.175e-03 |
388580 | 121516           121517 2.183e-03 |
388600 | 121524           121525 2.178e-03 |
388620 | 121529           121530 2.183e-03 |
388640 | 121538           121539 2.181e-03 |
388660 | 121543           121544 2.174e-03 |
388680 | 121547           121548 2.176e-03 |
388700 | 121556           121557 2.170e-03 |
388720 | 121561           121562 2.183e-03 |
388740 | 121566           121567 2.173e-03 |
388760 | 121574           121575 2.176e-03 |
388780 | 121579           121580 2.180e-03 |
388800 | 121585           121586 2.181e-03 |
388820 | 121594           121595 2.175e-03 |
388840 | 121598           121599 2.182e-03 |
388860 | 121604           121605 2.174e-03 |
388880 | 121611           121612 2.166e-03 |
388900 | 121615           121616 2.173e-03 |
388920 | 121621           121622 2.170e-03 |
388940 | 121629           121630 2.173e-03 |
388960 | 121634           121635 2.174e-03 |
388980 | 121641           121642 2.182e-03 |
389000 | 121649           121650 2.179e-03 |
389020 | 121653           121654 2.177e-03 |
389040 | 121662           121663 2.175e-03 |
389060 | 121667           121668 2.178e-03 |
389080 | 121671           121672 2.178e-03 |
389100 | 121679           121680 2.175e-03 |
389120 | 121685           121686 2.180e-03 |
389140 | 121689           121690 2.176e-03 |
389160 | 121698           121699 2.177e-03 |
389180 | 121703           121704 2.173e-03 |
389200 | 121709           121710 2.176e-03 |
389220 | 121717           121718 2.176e-03 |
389240 | 121723           121724 2.179e-03 |
389260 | 121730           121731 2.180e-03 |
389280 | 121736           121737 2.180e-03 |
389300 | 121741           121742 2.177e-03 |
389320 | 121748           121749 2.183e-03 |
389340 | 121756           121757 2.180e-03 |
389360 | 121760           121761 2.177e-03 |
389380 | 121766           121767 2.212e-03 |
389400 | 121774           121775 2.201e-03 |
389420 | 121778           121779 2.196e-03 |
389440 | 121788           121789 2.208e-03 |
389460 | 121793           121794 2.242e-03 |
389480 | 121798           121799 2.161e-03 |
389500 | 121807           121808 2.224e-03 |
389520 | 121812           121813 2.277e-03 |
389540 | 121816           121817 2.157e-03 |
389560 | 121825           121826 2.168e-03 |
389580 | 121830           121831 2.290e-03 |
389600 | 121836           121837 2.193e-03 |
389620 | 121845           121846 2.167e-03 |
389640 | 121850           121851 2.246e-03 |
389660 | 121857           121858 2.196e-03 |
389680 | 121864           121865 2.196e-03 |
389700 | 121868           121869 2.237e-03 |
389720 | 121874           121875 2.165e-03 |
389740 | 121881           121882 2.202e-03 |
389760 | 121885           121886 2.249e-03 |
389780 | 121894           121895 2.247e-03 |
389800 | 121901           121902 2.161e-03 |
389820 | 121905           121906 2.295e-03 |
389840 | 121913           121914 2.217e-03 |
389860 | 121920           121921 2.162e-03 |
389880 | 121926           121927 2.190e-03 |
389900 | 121934           121935 2.399e-03 |
389920 | 121938           121939 2.237e-03 |
389940 | 121943           121944 2.164e-03 |
389960 | 121952           121953 2.232e-03 |
389980 | 121957           121958 2.207e-03 |
390000 | 121962           121963 2.205e-03 |
390020 | 121970           121971 2.302e-03 |
390040 | 121975           121976 2.172e-03 |
390060 | 121982           121983 2.219e-03 |
390080 | 121989           121990 2.249e-03 |
390100 | 121994           121995 2.199e-03 |
390120 | 122001           122002 2.204e-03 |
390140 | 122007           122008 2.257e-03 |
390160 | 122011           122012 2.177e-03 |
390180 | 122018           122019 2.205e-03 |
390200 | 122025           122026 2.215e-03 |
390220 | 122030           122031 2.256e-03 |
390240 | 122037           122038 2.209e-03 |
390260 | 122044           122045 2.197e-03 |
390280 | 122049           122050 2.273e-03 |
390300 | 122058           122059 2.201e-03 |
390320 | 122062           122063 2.199e-03 |
390340 | 122067           122068 2.194e-03 |
390360 | 122076           122077 2.192e-03 |
390380 | 122081           122082 2.189e-03 |
390400 | 122087           122088 2.199e-03 |
390420 | 122095           122096 2.192e-03 |
390440 | 122100           122101 2.189e-03 |
390460 | 122105           122106 2.196e-03 |
390480 | 122115           122116 2.196e-03 |
390500 | 122119           122120 2.192e-03 |
390520 | 122127           122128 2.194e-03 |
390540 | 122133           122134 2.187e-03 |
390560 | 122137           122138 2.193e-03 |
390580 | 122144           122145 2.198e-03 |
390600 | 122151           122152 2.195e-03 |
390620 | 122156           122157 2.199e-03 |
390640 | 122163           122164 2.197e-03 |
390660 | 122170           122171 2.194e-03 |
390680 | 122175           122176 2.194e-03 |
390700 | 122184           122185 2.196e-03 |
390720 | 122189           122190 2.196e-03 |
390740 | 122193           122194 2.190e-03 |
390760 | 122201           122202 2.189e-03 |
390780 | 122206           122207 2.188e-03 |
390800 | 122210           122211 2.194e-03 |
390820 | 122218           122219 2.190e-03 |
390840 | 122222           122223 2.188e-03 |
390860 | 122229           122230 2.196e-03 |
390880 | 122237           122238 2.195e-03 |
390900 | 122242           122243 2.197e-03 |
390920 | 122251           122252 2.188e-03 |
390940 | 122256           122257 2.189e-03 |
390960 | 122260           122261 2.199e-03 |
390980 | 122268           122269 2.195e-03 |
391000 | 122275           122276 2.191e-03 |
391020 | 122278           122279 2.201e-03 |
391040 | 122288           122289 2.192e-03 |
391060 | 122293           122294 2.193e-03 |
391080 | 122297           122298 2.194e-03 |
391100 | 122306           122307 2.195e-03 |
391120 | 122313           122314 2.194e-03 |
391140 | 122319           122320 2.191e-03 |
391160 | 122327           122328 2.192e-03 |
391180 | 122332           122333 2.163e-03 |
391200 | 122337           122338 2.227e-03 |
391220 | 122346           122347 2.172e-03 |
391240 | 122350           122351 2.182e-03 |
391260 | 122356           122357 2.178e-03 |
391280 | 122364           122365 2.177e-03 |
391300 | 122368           122369 2.179e-03 |
391320 | 122376           122377 2.173e-03 |
391340 | 122383           122384 2.170e-03 |
391360 | 122387           122388 2.174e-03 |
391380 | 122395           122396 2.179e-03 |
391400 | 122401           122402 2.180e-03 |
391420 | 122405           122406 2.179e-03 |
391440 | 122413           122414 2.178e-03 |
391460 | 122418           122419 2.181e-03 |
391480 | 122423           122424 2.222e-03 |
391500 | 122431           122432 2.178e-03 |
391520 | 122438           122439 2.225e-03 |
391540 | 122445           122446 2.177e-03 |
391560 | 122453           122454 2.180e-03 |
391580 | 122457           122458 2.256e-03 |
391600 | 122462           122463 2.221e-03 |
391620 | 122471           122472 2.182e-03 |
391640 | 122476           122477 2.164e-03 |
391660 | 122481           122482 2.187e-03 |
391680 | 122489           122490 2.177e-03 |
391700 | 122493           122494 2.219e-03 |
391720 | 122500           122501 2.179e-03 |
391740 | 122507           122508 2.180e-03 |
391760 | 122511           122512 2.176e-03 |
391780 | 122521           122522 2.177e-03 |
391800 | 122526           122527 2.177e-03 |
391820 | 122530           122531 2.213e-03 |
391840 | 122539           122540 2.182e-03 |
391860 | 122545           122546 2.182e-03 |
391880 | 122550           122551 2.214e-03 |
391900 | 122558           122559 2.179e-03 |
391920 | 122565           122566 2.350e-03 |
391940 | 122570           122571 2.240e-03 |
391960 | 122579           122580 2.237e-03 |
391980 | 122584           122585 2.387e-03 |
392000 | 122590           122591 2.271e-03 |
392020 | 122598           122599 2.399e-03 |
392040 | 122602           122603 2.221e-03 |
392060 | 122608           122609 2.275e-03 |
392080 | 122617           122618 2.278e-03 |
392100 | 122622           122623 2.234e-03 |
392120 | 122628           122629 2.255e-03 |
392140 | 122636           122637 2.414e-03 |
392160 | 122641           122642 2.285e-03 |
392180 | 122650           122651 2.259e-03 |
392200 | 122655           122656 2.275e-03 |
392220 | 122659           122660 2.231e-03 |
392240 | 122667           122668 2.228e-03 |
392260 | 122673           122674 2.236e-03 |
392280 | 122677           122678 2.241e-03 |
392300 | 122687           122688 2.235e-03 |
392320 | 122692           122693 2.226e-03 |
392340 | 122697           122698 2.226e-03 |
392360 | 122705           122706 2.228e-03 |
392380 | 122710           122711 2.235e-03 |
392400 | 122717           122718 2.217e-03 |
392420 | 122724           122725 2.261e-03 |
392440 | 122729           122730 2.222e-03 |
392460 | 122734           122735 2.207e-03 |
392480 | 122743           122744 2.204e-03 |
392500 | 122747           122748 2.226e-03 |
392520 | 122754           122755 2.221e-03 |
392540 | 122761           122762 2.217e-03 |
392560 | 122765           122766 2.245e-03 |
392580 | 122774           122775 2.231e-03 |
392600 | 122780           122781 2.270e-03 |
392620 | 122783           122784 2.223e-03 |
392640 | 122792           122793 2.391e-03 |
392660 | 122797           122798 2.708e-03 |
392680 | 122801           122802 2.729e-03 |
392700 | 122811           122812 2.300e-03 |
392720 | 122816           122817 2.716e-03 |
392740 | 122822           122823 2.683e-03 |
392760 | 122830           122831 2.717e-03 |
392780 | 122835           122836 2.681e-03 |
392800 | 122842           122843 2.660e-03 |
392820 | 122849           122850 2.688e-03 |
392840 | 122853           122854 2.791e-03 |
392860 | 122860           122861 2.856e-03 |
392880 | 122868           122869 2.851e-03 |
392900 | 122872           122873 2.474e-03 |
392920 | 122879           122880 2.287e-03 |
392940 | 122886           122887 2.438e-03 |
392960 | 122890           122891 3.022e-03 |
392980 | 122897           122898 2.775e-03 |
393000 | 122905           122906 2.841e-03 |
393020 | 122909           122910 2.933e-03 |
393040 | 122919           122920 3.058e-03 |
393060 | 122923           122924 2.776e-03 |
393080 | 122928           122929 2.797e-03 |
393100 | 122936           122937 2.840e-03 |
393120 | 122941           122942 2.561e-03 |
393140 | 122946           122947 2.858e-03 |
393160 | 122955           122956 2.768e-03 |
393180 | 122961           122962 2.598e-03 |
393200 | 122967           122968 2.681e-03 |
393220 | 122975           122976 2.727e-03 |
393240 | 122979           122980 2.880e-03 |
393260 | 122987           122988 2.786e-03 |
393280 | 122993           122994 2.727e-03 |
393300 | 122997           122998 2.750e-03 |
393320 | 123004           123005 2.774e-03 |
393340 | 123011           123012 2.759e-03 |
393360 | 123016           123017 2.398e-03 |
393380 | 123022           123023 2.216e-03 |
393400 | 123029           123030 2.213e-03 |
393420 | 123033           123034 2.213e-03 |
393440 | 123042           123043 2.206e-03 |
393460 | 123046           123047 2.208e-03 |
393480 | 123050           123051 2.206e-03 |
393500 | 123059           123060 2.208e-03 |
393520 | 123064           123065 2.201e-03 |
393540 | 123069           123070 2.209e-03 |
393560 | 123078           123079 2.203e-03 |
393580 | 123083           123084 2.209e-03 |
393600 | 123088           123089 2.206e-03 |
393620 | 123096           123097 2.207e-03 |
393640 | 123101           123102 2.206e-03 |
393660 | 123109           123110 2.209e-03 |
393680 | 123115           123116 2.213e-03 |
393700 | 123119           123120 2.204e-03 |
393720 | 123126           123127 2.207e-03 |
393740 | 123134           123135 2.201e-03 |
393760 | 123138           123139 2.210e-03 |
393780 | 123145           123146 2.211e-03 |
393800 | 123153           123154 2.205e-03 |
393820 | 123157           123158 2.204e-03 |
393840 | 123167           123168 2.203e-03 |
393860 | 123172           123173 2.208e-03 |
393880 | 123177           123178 2.203e-03 |
393900 | 123185           123186 2.213e-03 |
393920 | 123190           123191 2.208e-03 |
393940 | 123195           123196 2.209e-03 |
393960 | 123204           123205 2.210e-03 |
393980 | 123209           123210 2.205e-03 |
394000 | 123214           123215 2.210e-03 |
394020 | 123222           123223 2.207e-03 |
394040 | 123227           123228 2.211e-03 |
394060 | 123235           123236 2.202e-03 |
394080 | 123241           123242 2.209e-03 |
394100 | 123245           123246 2.207e-03 |
394120 | 123251           123252 2.209e-03 |
394140 | 123258           123259 2.204e-03 |
394160 | 123261           123262 2.210e-03 |
394180 | 123270           123271 2.215e-03 |
394200 | 123277           123278 2.211e-03 |
394220 | 123281           123282 2.212e-03 |
394240 | 123289           123290 2.213e-03 |
394260 | 123295           123296 2.226e-03 |
394280 | 123301           123302 2.243e-03 |
394300 | 123309           123310 2.270e-03 |
394320 | 123313           123314 2.247e-03 |
394340 | 123318           123319 2.239e-03 |
394360 | 123327           123328 2.602e-03 |
394380 | 123332           123333 2.549e-03 |
394400 | 123338           123339 2.502e-03 |
394420 | 123346           123347 2.454e-03 |
394440 | 123351           123352 2.643e-03 |
394460 | 123359           123360 2.525e-03 |
394480 | 123366           123367 2.320e-03 |
394500 | 123370           123371 2.229e-03 |
394520 | 123379           123380 2.219e-03 |
394540 | 123385           123386 2.213e-03 |
394560 | 123389           123390 2.211e-03 |
394580 | 123397           123398 2.206e-03 |
394600 | 123403           123404 2.209e-03 |
394620 | 123408           123409 2.210e-03 |
394640 | 123414           123415 2.212e-03 |
394660 | 123421           123422 2.217e-03 |
394680 | 123427           123428 2.218e-03 |
394700 | 123435           123436 2.212e-03 |
394720 | 123439           123440 2.205e-03 |
394740 | 123444           123445 2.210e-03 |
394760 | 123453           123454 2.217e-03 |
394780 | 123457           123458 2.221e-03 |
394800 | 123463           123464 2.214e-03 |
394820 | 123472           123473 2.221e-03 |
394840 | 123476           123477 2.211e-03 |
394860 | 123482           123483 2.211e-03 |
394880 | 123491           123492 2.215e-03 |
394900 | 123496           123497 2.278e-03 |
394920 | 123504           123505 2.293e-03 |
394940 | 123509           123510 2.239e-03 |
394960 | 123513           123514 2.266e-03 |
394980 | 123522           123523 2.263e-03 |
395000 | 123527           123528 2.257e-03 |
395020 | 123532           123533 2.367e-03 |
395040 | 123540           123541 2.266e-03 |
395060 | 123546           123547 2.267e-03 |
395080 | 123551           123552 2.236e-03 |
395100 | 123560           123561 2.235e-03 |
395120 | 123565           123566 2.223e-03 |
395140 | 123571           123572 2.222e-03 |
395160 | 123578           123579 2.217e-03 |
395180 | 123583           123584 2.214e-03 |
395200 | 123588           123589 2.221e-03 |
395220 | 123597           123598 2.218e-03 |
395240 | 123601           123602 2.224e-03 |
395260 | 123608           123609 2.210e-03 |
395280 | 123616           123617 2.226e-03 |
395300 | 123621           123622 2.217e-03 |
395320 | 123629           123630 2.215e-03 |
395340 | 123635           123636 2.220e-03 |
395360 | 123638           123639 2.215e-03 |
395380 | 123647           123648 2.218e-03 |
395400 | 123653           123654 2.213e-03 |
395420 | 123657           123658 2.224e-03 |
395440 | 123665           123666 2.209e-03 |
395460 | 123671           123672 2.222e-03 |
395480 | 123676           123677 2.221e-03 |
395500 | 123684           123685 2.216e-03 |
395520 | 123690           123691 2.225e-03 |
395540 | 123696           123697 2.219e-03 |
395560 | 123704           123705 2.220e-03 |
395580 | 123708           123709 2.220e-03 |
395600 | 123714           123715 2.224e-03 |
395620 | 123723           123724 2.222e-03 |
395640 | 123727           123728 2.223e-03 |
395660 | 123733           123734 2.248e-03 |
395680 | 123742           123743 2.224e-03 |
395700 | 123747           123748 2.219e-03 |
395720 | 123754           123755 2.217e-03 |
395740 | 123760           123761 2.228e-03 |
395760 | 123764           123765 2.221e-03 |
395780 | 123773           123774 2.227e-03 |
395800 | 123778           123779 2.221e-03 |
395820 | 123782           123783 2.225e-03 |
395840 | 123791           123792 2.221e-03 |
395860 | 123796           123797 2.223e-03 |
395880 | 123801           123802 2.221e-03 |
395900 | 123809           123810 2.222e-03 |
395920 | 123815           123816 2.225e-03 |
395940 | 123822           123823 2.218e-03 |
395960 | 123830           123831 2.223e-03 |
395980 | 123834           123835 2.218e-03 |
396000 | 123839           123840 2.222e-03 |
396020 | 123848           123849 2.218e-03 |
396040 | 123852           123853 2.218e-03 |
396060 | 123859           123860 2.225e-03 |
396080 | 123867           123868 2.221e-03 |
396100 | 123871           123872 2.228e-03 |
396120 | 123878           123879 2.222e-03 |
396140 | 123885           123886 2.218e-03 |
396160 | 123889           123890 2.223e-03 |
396180 | 123898           123899 2.228e-03 |
396200 | 123903           123904 2.221e-03 |
396220 | 123908           123909 2.202e-03 |
396240 | 123916           123917 2.218e-03 |
396260 | 123922           123923 2.224e-03 |
396280 | 123927           123928 2.224e-03 |
396300 | 123935           123936 2.220e-03 |
396320 | 123941           123942 2.223e-03 |
396340 | 123948           123949 2.225e-03 |
396360 | 123956           123957 2.237e-03 |
396380 | 123960           123961 2.209e-03 |
396400 | 123968           123969 2.215e-03 |
396420 | 123975           123976 2.244e-03 |
396440 | 123979           123980 2.209e-03 |
396460 | 123985           123986 2.198e-03 |
396480 | 123993           123994 2.200e-03 |
396500 | 123998           123999 2.202e-03 |
396520 | 124005           124006 2.201e-03 |
396540 | 124013           124014 2.205e-03 |
396560 | 124017           124018 2.206e-03 |
396580 | 124026           124027 2.202e-03 |
396600 | 124031           124032 2.202e-03 |
396620 | 124035           124036 2.199e-03 |
396640 | 124044           124045 2.205e-03 |
396660 | 124049           124050 2.200e-03 |
396680 | 124053           124054 2.202e-03 |
396700 | 124062           124063 2.198e-03 |
396720 | 124067           124068 2.243e-03 |
396740 | 124071           124072 2.209e-03 |
396760 | 124080           124081 2.208e-03 |
396780 | 124085           124086 2.206e-03 |
396800 | 124093           124094 2.205e-03 |
396820 | 124100           124101 2.204e-03 |
396840 | 124104           124105 2.210e-03 |
396860 | 124111           124112 2.239e-03 |
396880 | 124119           124120 2.173e-03 |
396900 | 124123           124124 2.207e-03 |
396920 | 124130           124131 2.206e-03 |
396940 | 124138           124139 2.207e-03 |
396960 | 124142           124143 2.206e-03 |
396980 | 124152           124153 2.204e-03 |
397000 | 124157           124158 2.210e-03 |
397020 | 124161           124162 2.208e-03 |
397040 | 124171           124172 2.210e-03 |
397060 | 124175           124176 2.206e-03 |
397080 | 124179           124180 2.208e-03 |
397100 | 124189           124190 2.209e-03 |
397120 | 124194           124195 2.209e-03 |
397140 | 124200           124201 2.214e-03 |
397160 | 124208           124209 2.204e-03 |
397180 | 124213           124214 2.245e-03 |
397200 | 124220           124221 2.203e-03 |
397220 | 124227           124228 2.205e-03 |
397240 | 124231           124232 2.209e-03 |
397260 | 124238           124239 2.245e-03 |
397280 | 124246           124247 2.210e-03 |
397300 | 124250           124251 2.209e-03 |
397320 | 124258           124259 2.211e-03 |
397340 | 124265           124266 2.255e-03 |
397360 | 124269           124270 2.249e-03 |
397380 | 124277           124278 2.206e-03 |
397400 | 124284           124285 2.210e-03 |
397420 | 124290           124291 2.212e-03 |
397440 | 124299           124300 2.259e-03 |
397460 | 124303           124304 2.206e-03 |
397480 | 124307           124308 2.246e-03 |
397500 | 124317           124318 2.207e-03 |
397520 | 124322           124323 2.209e-03 |
397540 | 124328           124329 2.210e-03 |
397560 | 124336           124337 2.208e-03 |
397580 | 124341           124342 2.210e-03 |
397600 | 124348           124349 2.207e-03 |
397620 | 124355           124356 2.214e-03 |
397640 | 124359           124360 2.211e-03 |
397660 | 124367           124368 2.213e-03 |
397680 | 124374           124375 2.208e-03 |
397700 | 124378           124379 2.219e-03 |
397720 | 124386           124387 2.222e-03 |
397740 | 124393           124394 2.209e-03 |
397760 | 124397           124398 2.209e-03 |
397780 | 124405           124406 2.175e-03 |
397800 | 124411           124412 2.212e-03 |
397820 | 124416           124417 2.216e-03 |
397840 | 124425           124426 2.217e-03 |
397860 | 124430           124431 2.213e-03 |
397880 | 124434           124435 2.211e-03 |
397900 | 124443           124444 2.213e-03 |
397920 | 124448           124449 2.210e-03 |
397940 | 124454           124455 2.214e-03 |
397960 | 124463           124464 2.219e-03 |
397980 | 124467           124468 2.219e-03 |
398000 | 124473           124474 2.211e-03 |
398020 | 124482           124483 2.216e-03 |
398040 | 124486           124487 2.212e-03 |
398060 | 124496           124497 2.217e-03 |
398080 | 124501           124502 2.211e-03 |
398100 | 124506           124507 2.211e-03 |
398120 | 124513           124514 2.214e-03 |
398140 | 124520           124521 2.215e-03 |
398160 | 124524           124525 2.215e-03 |
398180 | 124531           124532 2.344e-03 |
398200 | 124537           124538 2.213e-03 |
398220 | 124542           124543 2.175e-03 |
398240 | 124552           124553 2.327e-03 |
398260 | 124557           124558 2.234e-03 |
398280 | 124562           124563 2.215e-03 |
398300 | 124571           124572 2.272e-03 |
398320 | 124575           124576 2.277e-03 |
398340 | 124581           124582 2.254e-03 |
398360 | 124590           124591 2.264e-03 |
398380 | 124595           124596 2.269e-03 |
398400 | 124601           124602 2.247e-03 |
398420 | 124610           124611 2.150e-03 |
398440 | 124614           124615 2.387e-03 |
398460 | 124624           124625 2.209e-03 |
398480 | 124629           124630 2.218e-03 |
398500 | 124633           124634 2.381e-03 |
398520 | 124641           124642 2.235e-03 |
398540 | 124647           124648 2.222e-03 |
398560 | 124651           124652 2.358e-03 |
398580 | 124660           124661 2.220e-03 |
398600 | 124665           124666 2.177e-03 |
398620 | 124669           124670 2.313e-03 |
398640 | 124677           124678 2.216e-03 |
398660 | 124683           124684 2.183e-03 |
398680 | 124689           124690 2.351e-03 |
398700 | 124697           124698 2.216e-03 |
398720 | 124701           124702 2.253e-03 |
398740 | 124706           124707 2.347e-03 |
398760 | 124715           124716 2.249e-03 |
398780 | 124720           124721 2.172e-03 |
398800 | 124725           124726 2.324e-03 |
398820 | 124733           124734 2.207e-03 |
398840 | 124738           124739 2.197e-03 |
398860 | 124746           124747 2.262e-03 |
398880 | 124752           124753 2.263e-03 |
398900 | 124756           124757 2.251e-03 |
398920 | 124765           124766 2.272e-03 |
398940 | 124770           124771 2.358e-03 |
398960 | 124774           124775 2.217e-03 |
398980 | 124782           124783 2.278e-03 |
399000 | 124788           124789 2.234e-03 |
399020 | 124793           124794 2.219e-03 |
399040 | 124801           124802 2.176e-03 |
399060 | 124808           124809 2.386e-03 |
399080 | 124814           124815 2.254e-03 |
399100 | 124822           124823 2.242e-03 |
399120 | 124826           124827 2.242e-03 |
399140 | 124831           124832 2.251e-03 |
399160 | 124840           124841 2.242e-03 |
399180 | 124844           124845 2.245e-03 |
399200 | 124851           124852 2.243e-03 |
399220 | 124859           124860 2.241e-03 |
399240 | 124863           124864 2.245e-03 |
399260 | 124870           124871 2.243e-03 |
399280 | 124877           124878 2.241e-03 |
399300 | 124881           124882 2.295e-03 |
399320 | 124891           124892 2.346e-03 |
399340 | 124896           124897 2.483e-03 |
399360 | 124900           124901 2.300e-03 |
399380 | 124908           124909 2.289e-03 |
399400 | 124914           124915 2.285e-03 |
399420 | 124919           124920 2.273e-03 |
399440 | 124927           124928 2.251e-03 |
399460 | 124933           124934 2.237e-03 |
399480 | 124939           124940 2.242e-03 |
399500 | 124946           124947 2.253e-03 |
